field_id,latitude,longitude,crop,yield,season,source,mean_ndvi,max_ndvi,min_ndvi,std_ndvi
5002LABQ2,9.5,-1.0,maize,475.4,2020,zenodo,0.9666815633178552,1.0,0.9435608872918556,0.0756120249127375
5002LABQ3,9.5,-1.0,maize,386.6,2020,zenodo,0.9550326504432837,1.0,0.9480447483774042,0.024102999477879222
5011LABQ1,9.5,-1.0,maize,1529.0,2020,zenodo,1.0,1.0,0.897019137083758,0.05469774159295067
5011LABQ2,9.5,-1.0,maize,1404.0,2020,zenodo,0.9929354343004497,1.0,0.8752415504635092,0.07700485999157655
5011LABQ3,9.5,-1.0,maize,1430.4,2020,zenodo,1.0,1.0,0.8549645887019812,0.06306880842905535
5012LABQ1,9.5,-1.0,maize,476.7,2020,zenodo,0.9656072542989075,1.0,0.8777588617625606,0.03792378079170848
5012LABQ2,9.5,-1.0,maize,1355.3,2020,zenodo,1.0,1.0,0.9016903093481836,0.04922936527764019
5012LABQ3,9.5,-1.0,maize,949.0,2020,zenodo,1.0,1.0,0.9244811334446229,0.05575334067371274
7062CHEQ1,9.5,-1.0,maize,419.5,2020,zenodo,0.9319100520315152,1.0,0.9137880703110582,0.05769428891343631
7062CHEQ2,9.5,-1.0,maize,564.7,2020,zenodo,0.992789049311047,1.0,0.9183351098690247,0.024250973791892286
7062CHEQ3,9.5,-1.0,maize,1032.7,2020,zenodo,1.0,1.0,0.8940316149916944,0.03238360295228183
1056ZINQ1,9.5,-1.0,maize,725.6,2020,zenodo,1.0,1.0,0.9267156728794703,0.07102075913812544
1056ZINQ2,9.5,-1.0,maize,907.7,2020,zenodo,1.0,1.0,0.9132216659085721,0.04512336267706108
1056ZINQ3,9.5,-1.0,maize,1523.9,2020,zenodo,0.9459248640557129,1.0,0.9470039612359322,0.06884252527381547
1055ZINQ1,9.5,-1.0,maize,1692.0,2020,zenodo,0.942116475352136,1.0,0.906807938876176,0.07662258743541984
1055ZINQ2,9.5,-1.0,maize,1111.4,2020,zenodo,0.9146320502884275,1.0,0.8660148653703972,0.031146475364113295
1055ZINQ3,9.5,-1.0,maize,1529.6,2020,zenodo,0.9715988357566137,1.0,0.862801430877164,0.0714928587014918
7069ZINQ1,9.5,-1.0,maize,789.4,2020,zenodo,0.9339175803878349,1.0,0.8971057052556091,0.07271154731303593
7069ZINQ2,9.5,-1.0,maize,495.9,2020,zenodo,1.0,1.0,0.9223410167033409,0.033612083761331166
7069ZINQ3,9.5,-1.0,maize,499.2,2020,zenodo,0.9572765525148313,1.0,0.9163554786624931,0.04565856858368553
3074TAMQ1,9.5,-1.0,maize,357.5,2020,zenodo,0.9258063328540415,1.0,0.8634694592366294,0.07051055959777593
3074TAMQ2,9.5,-1.0,maize,926.8,2020,zenodo,1.0,1.0,0.8702521554250716,0.027548609639593782
3074TAMQ3,9.5,-1.0,maize,35.2,2020,zenodo,0.7698257571076494,0.8141208138419006,0.6768439721078205,0.06597994731645054
7017SAMQ1,9.5,-1.0,maize,578.6,2020,zenodo,1.0,1.0,0.9068979006065906,0.07299252241852867
7017SAMQ2,9.5,-1.0,maize,704.7,2020,zenodo,1.0,1.0,0.9162811262797986,0.021381550866574197
7017SAMQ3,9.5,-1.0,maize,628.7,2020,zenodo,0.9992024021388279,1.0,0.863340081291079,0.0713243603335267
7010SAMQ1,9.5,-1.0,maize,1432.9,2020,zenodo,1.0,1.0,0.9485008816052454,0.032053026893077485
7010SAMQ2,9.5,-1.0,maize,449.0,2020,zenodo,1.0,1.0,0.8815855037187799,0.05274755259137369
7010SAMQ3,9.5,-1.0,maize,713.2,2020,zenodo,0.9769851393455937,1.0,0.8836134101698199,0.037315336463036496
7014SAMQ1,9.5,-1.0,maize,1210.3,2020,zenodo,1.0,1.0,0.8969373842400694,0.06489417881018324
7014SAMQ2,9.5,-1.0,maize,859.7,2020,zenodo,0.9334890726482826,1.0,0.9173148534364641,0.03149361645565145
7014SAMQ3,9.5,-1.0,maize,1480.0,2020,zenodo,0.9851922975094419,1.0,0.9234177672210494,0.02077699280767034
7015SAMQ1,9.5,-1.0,maize,1022.1,2020,zenodo,0.9632155358808834,1.0,0.9074459195159326,0.03013198262411627
7015SAMQ2,9.5,-1.0,maize,627.1,2020,zenodo,0.9952012436251524,1.0,0.8919644973951972,0.04691637460127446
7015SAMQ3,9.5,-1.0,maize,265.4,2020,zenodo,0.9803166975206397,1.0,0.8836811839885339,0.05645174579829332
7016SAMQ1,9.5,-1.0,maize,1510.4,2020,zenodo,1.0,1.0,0.8590638429377764,0.052317546235918055
7016SAMQ2,9.5,-1.0,maize,666.4,2020,zenodo,0.9905968570001203,1.0,0.9151819711545105,0.05049896228630424
7016SAMQ3,9.5,-1.0,maize,736.8,2020,zenodo,0.9041126892213198,1.0,0.9217538388175235,0.06534038390109248
2053KPAQ1,9.5,-1.0,maize,968.4,2020,zenodo,1.0,1.0,0.9480101794474916,0.031569573217757226
2053KPAQ2,9.5,-1.0,maize,1009.7,2020,zenodo,0.915946643963754,1.0,0.9488897397850802,0.027703522702708462
2053KPAQ3,9.5,-1.0,maize,1001.7,2020,zenodo,1.0,1.0,0.911559923219253,0.040747793117597894
7021YAMQ1,9.5,-1.0,maize,5036.8,2020,zenodo,0.9820064440701756,1.0,0.8868633708196839,0.04992011795556801
7021YAMQ2,9.5,-1.0,maize,4672.4,2020,zenodo,1.0,1.0,0.8615243052354769,0.056446697286435435
7021YAMQ3,9.5,-1.0,maize,4033.5,2020,zenodo,0.9078916227720298,1.0,0.8700374251937149,0.04237030712710671
7069ZINQ1,9.5,-1.0,maize,1400.6,2020,zenodo,0.947364369840911,1.0,0.9421028817685828,0.021250434613265066
7069ZINQ2,9.5,-1.0,maize,1154.4,2020,zenodo,0.9851137323602152,1.0,0.9057338491744614,0.044405801450228016
7069ZINQ3,9.5,-1.0,maize,2757.4,2020,zenodo,0.9872865896860056,1.0,0.8963814583858001,0.0297628589035867
7020YAMQ1,9.5,-1.0,maize,2982.6,2020,zenodo,1.0,1.0,0.8617414152509828,0.060721851162477886
7020YAMQ2,9.5,-1.0,maize,2382.7,2020,zenodo,1.0,1.0,0.9387615618504856,0.05219849260804775
7020YAMQ3,9.5,-1.0,maize,3013.9,2020,zenodo,0.9060746501708555,1.0,0.9250979385699348,0.02140032154087089
1067ZINQ1,9.5,-1.0,maize,691.4,2020,zenodo,0.9360466746252466,1.0,0.9082147775722178,0.07833518404384564
1067ZINQ2,9.5,-1.0,maize,622.0,2020,zenodo,0.9833872453092555,1.0,0.862041335051914,0.04774341370315439
1067ZINQ3,9.5,-1.0,maize,735.7,2020,zenodo,1.0,1.0,0.8949629734385529,0.0559384940418273
1029ZINQ1,9.5,-1.0,maize,2490.8,2020,zenodo,0.9045874988714091,1.0,0.923056685811611,0.04441336320732111
1029ZINQ2,9.5,-1.0,maize,1819.6,2020,zenodo,0.9115923868481431,1.0,0.8600101546394177,0.036175255060959643
1029ZINQ3,9.5,-1.0,maize,2614.8,2020,zenodo,0.9900993089740672,1.0,0.9483110742504216,0.06600753144380865
1061ZINQ1,9.5,-1.0,maize,1815.4,2020,zenodo,0.9970552663391301,1.0,0.9405886199988003,0.043958336528407804
1061ZINQ2,9.5,-1.0,maize,1135.8,2020,zenodo,1.0,1.0,0.908833136974722,0.05102208510038822
1061ZINQ3,9.5,-1.0,maize,2469.4,2020,zenodo,0.9112904923936883,1.0,0.921387388710398,0.0648821219752692
4020FUUQ1,9.5,-1.0,maize,586.4,2020,zenodo,1.0,1.0,0.9258405578715533,0.029836786749570077
4020FUUQ2,9.5,-1.0,maize,804.9,2020,zenodo,0.9461474367903486,1.0,0.9214697383838125,0.05983259098533143
4020FUUQ3,9.5,-1.0,maize,934.2,2020,zenodo,1.0,1.0,0.9007558820816802,0.06838634851284468
7022FUUQ1,9.5,-1.0,maize,989.0,2020,zenodo,0.9635164170014444,1.0,0.8600721735130366,0.021462054934173504
7022FUUQ2,9.5,-1.0,maize,1310.8,2020,zenodo,0.999151649642118,1.0,0.9320614029709942,0.03969315869392042
7022FUUQ3,9.5,-1.0,maize,2040.8,2020,zenodo,1.0,1.0,0.8511878346971633,0.029272757575245015
7035FUUQ1,9.5,-1.0,maize,1553.3,2020,zenodo,0.9861082313755285,1.0,0.8803314434119008,0.05389337479968524
7035FUUQ2,9.5,-1.0,maize,1562.9,2020,zenodo,0.9225341873108581,1.0,0.8889141965155727,0.03720041391619213
7035FUUQ3,9.5,-1.0,maize,934.2,2020,zenodo,0.9738183605494921,1.0,0.9338502150362662,0.06363840523641683
7036FUUQ1,9.5,-1.0,maize,1255.4,2020,zenodo,0.9438174560616033,1.0,0.8961030539554269,0.040340137337590905
7036FUUQ2,9.5,-1.0,maize,885.3,2020,zenodo,1.0,1.0,0.9133860510209859,0.030545138388504166
7036FUUQ3,9.5,-1.0,maize,529.1,2020,zenodo,1.0,1.0,0.9374848231897092,0.06214491736974914
3075TAMQ1,9.5,-1.0,maize,1922.4,2020,zenodo,1.0,1.0,0.9487610500085357,0.07193000153240878
3075TAMQ2,9.5,-1.0,maize,2244.3,2020,zenodo,1.0,1.0,0.9468925506227435,0.05337272409875425
3075TAMQ3,9.5,-1.0,maize,1802.0,2020,zenodo,1.0,1.0,0.8502081312047851,0.02315566637901435
5057PAGQ1,9.5,-1.0,maize,3444.2,2020,zenodo,1.0,1.0,0.8797731968084819,0.046225771826163144
5057PAGQ2,9.5,-1.0,maize,3110.6,2020,zenodo,0.9137294125909043,1.0,0.8883303781932665,0.02212759109985198
5057PAGQ3,9.5,-1.0,maize,3182.2,2020,zenodo,0.9556984534446098,1.0,0.9495329853938448,0.07297555592427972
5037TUGQ1,9.5,-1.0,maize,2853.7,2020,zenodo,1.0,1.0,0.9207572340849275,0.039218060946675466
5037TUGQ2,9.5,-1.0,maize,2343.5,2020,zenodo,0.987982098379301,1.0,0.8775447443396167,0.05851941296416088
5037TUGQ3,9.5,-1.0,maize,2876.1,2020,zenodo,0.9741275273608763,1.0,0.9487464802622145,0.040543753115682396
5034TUGQ1,9.5,-1.0,maize,2916.8,2020,zenodo,0.9821526817589905,1.0,0.8517518120818696,0.07611932784439454
5034TUGQ2,9.5,-1.0,maize,1733.9,2020,zenodo,1.0,1.0,0.8685716307302532,0.05858761113676522
5034TUGQ3,9.5,-1.0,maize,1185.9,2020,zenodo,1.0,1.0,0.928201243792163,0.02251756869462136
5033TUGQ1,9.5,-1.0,maize,1390.6,2020,zenodo,1.0,1.0,0.9260739021010923,0.06880106254909474
5033TUGQ2,9.5,-1.0,maize,466.1,2020,zenodo,0.9000478407569847,1.0,0.8948181928037859,0.07793485966448051
5033TUGQ3,9.5,-1.0,maize,1576.1,2020,zenodo,1.0,1.0,0.9147067080535404,0.07734192406130186
7033FUUQ1,9.5,-1.0,maize,335.9,2020,zenodo,1.0,1.0,0.8797331078659433,0.07457117226206708
7033FUUQ2,9.5,-1.0,maize,134.6,2020,zenodo,1.0,1.0,0.9007699972755776,0.0518524087538951
7033FUUQ3,9.5,-1.0,maize,101.7,2020,zenodo,0.9678969953745702,1.0,0.890910723239464,0.04322215351847146
7018ALHQ1,9.5,-1.0,maize,1020.4,2020,zenodo,0.9349499641101227,1.0,0.8977538159849117,0.04571622260806517
7018ALHQ2,9.5,-1.0,maize,671.5,2020,zenodo,0.974808706405195,1.0,0.8939903409976456,0.04382612390843647
7018ALHQ3,9.5,-1.0,maize,223.8,2020,zenodo,0.9877256317935308,1.0,0.9178460773758653,0.02147512198576879
7015ALHQ1,9.5,-1.0,maize,589.5,2020,zenodo,0.9831923912030007,1.0,0.8967997178324347,0.04850069127907315
7015ALHQ2,9.5,-1.0,maize,833.4,2020,zenodo,0.9817414718110644,1.0,0.8807446171525308,0.046900752130072186
7015ALHQ3,9.5,-1.0,maize,230.0,2020,zenodo,1.0,1.0,0.9221735172724914,0.025307848577631305
7016ALHQ1,9.5,-1.0,maize,699.9,2020,zenodo,1.0,1.0,0.9363535653598756,0.05582785859896054
7016ALHQ2,9.5,-1.0,maize,883.9,2020,zenodo,1.0,1.0,0.9495918754737502,0.04367361105175149
7016ALHQ3,9.5,-1.0,maize,470.3,2020,zenodo,1.0,1.0,0.8528169764611115,0.05464618096255312
7036SANQ1,9.5,-1.0,maize,3295.2,2020,zenodo,1.0,1.0,0.8647106222626948,0.07050330101695916
7036SANQ2,9.5,-1.0,maize,3958.1,2020,zenodo,0.9828777325146919,1.0,0.9198928087358401,0.030674883688739614
7036SANQ3,9.5,-1.0,maize,3085.0,2020,zenodo,1.0,1.0,0.8646342469525559,0.06734924065835733
7019ZORQ1,9.5,-1.0,maize,1855.8,2020,zenodo,1.0,1.0,0.9172726706515041,0.03237062895282095
7019ZORQ2,9.5,-1.0,maize,2277.6,2020,zenodo,0.979179985668305,1.0,0.8506775588221552,0.05774229738605659
7019ZORQ3,9.5,-1.0,maize,1171.4,2020,zenodo,0.9283991729230094,1.0,0.891278374393692,0.056257652901023705
2002ALHQ1,9.5,-1.0,maize,2000.2,2020,zenodo,1.0,1.0,0.9481934459382017,0.06262272340104821
2002ALHQ2,9.5,-1.0,maize,1447.3,2020,zenodo,1.0,1.0,0.8739941206257384,0.025908379847310887
2002ALHQ3,9.5,-1.0,maize,1703.6,2020,zenodo,0.9406457276321533,1.0,0.8536895919749912,0.04363572704122456
MOFA_NOR_0000,10.378430505512974,-0.28932251307471146,maize,1.9907260126227708,2020,mofa,0.29911805752569015,0.44722669865632064,0.21902329576340424,0.0616211643065456
MOFA_NOR_0001,9.290245849870711,-0.8211483485525489,rice,2.497626865278676,2020,mofa,0.30609512711998443,0.37593413591287783,0.1744764767356926,0.021473991287200237
MOFA_NOR_0002,9.795204790654289,-1.358728012411885,soya,1.453534622937211,2020,mofa,0.2764856045394023,0.38852424505744354,0.20873376868909926,0.05395339028577095
MOFA_NOR_0003,9.839980555868694,-1.2795057147227602,maize,1.7631633217106475,2021,mofa,0.2662955971952169,0.3370615658772119,0.19285142275430725,0.053536515511478894
MOFA_NOR_0004,9.53061883478659,-1.1034619820912561,rice,2.0965008192567414,2021,mofa,0.27752071699614667,0.3372563981239062,0.19134661168382988,0.0752613454057599
MOFA_NOR_0005,9.681767136509134,-0.7403807391501317,soya,1.334238696121945,2021,mofa,0.17401129091695516,0.26431522254068757,0.06874045772617972,0.07486125380710511
MOFA_NOR_0006,9.467043984050028,-1.6986393972575824,maize,2.267999185328175,2022,mofa,0.23435350990950624,0.40289421673584336,0.11497247286572584,0.04524643624188958
MOFA_NOR_0007,9.566843230422723,-1.569413243727691,rice,2.395485145419491,2022,mofa,0.22345171595094176,0.29170263779994166,0.08161629063514633,0.07046552174007507
MOFA_NOR_0008,10.165159759304842,-0.6677736351489767,soya,0.9543807799141748,2022,mofa,0.10521478881612951,0.22623095090501938,0.0,0.05333798283934865
MOFA_UPP_0009,10.926432474953613,-1.1189609147015047,maize,1.984070970308588,2020,mofa,0.3051360120760815,0.4411326724548091,0.2394358330325797,0.03784077413564811
MOFA_UPP_0010,10.651784731783614,-0.727141117892008,rice,2.355155320131492,2020,mofa,0.28608433384646414,0.403821075654678,0.19781352214028985,0.030689186384174227
MOFA_UPP_0011,9.875153385956184,-0.432368281384088,soya,1.312909496340671,2020,mofa,0.16742884338560451,0.2408504389039142,0.1270231014383408,0.031132244643596416
MOFA_UPP_0012,10.172084811056083,-0.4058582011064512,maize,1.6879197203769067,2021,mofa,0.2252245736949384,0.3835592949630645,0.19274496595864585,0.07565535545875993
MOFA_UPP_0013,10.86644057071547,-0.8076929718905987,rice,2.902467288254892,2021,mofa,0.4266895503591609,0.5482820988783719,0.308486015063266,0.03164814453338857
MOFA_UPP_0014,10.364337679890905,-1.3333055436973242,soya,0.9322713353767356,2021,mofa,0.24799508771292267,0.3383673548650402,0.11800762470881049,0.03635597355875762
MOFA_UPP_0015,10.535303923386326,-0.5047004378324044,maize,1.9932945472641888,2022,mofa,0.24851265969686404,0.38506154245781965,0.18822958406664428,0.028565132616033544
MOFA_UPP_0016,11.074383747213297,-1.0706600762260157,rice,2.832720216081358,2022,mofa,0.16857138246481973,0.2622142694718337,0.03830852251572496,0.02246558512930357
MOFA_UPP_0017,10.59422500174725,-0.7886951029223468,soya,1.4343402421862763,2022,mofa,0.06006345500801792,0.1423265508893105,0.0,0.05386504346595836
MOFA_UPP_0018,10.232189990151609,-3.1582442003291815,maize,2.143554348719213,2020,mofa,0.25616193802907644,0.3814445423891322,0.14589802037536573,0.0723757206307924
MOFA_UPP_0019,10.58284280508164,-1.8612005876733735,rice,2.751560397222199,2020,mofa,0.2490008204921554,0.42352454419329677,0.15153360768691504,0.059119061961398045
MOFA_UPP_0020,10.027510735434522,-1.3043013666387557,soya,0.7133265155788842,2020,mofa,0.28607665417942124,0.41807640727437434,0.16726271419972305,0.021323982827995636
MOFA_UPP_0021,9.984565481351876,-2.513330066301948,maize,2.2858689212084573,2021,mofa,0.24568492550990534,0.30977896193979226,0.11314391628006441,0.02086905784803891
MOFA_UPP_0022,10.20654178623903,-2.162141372454479,rice,3.0414861369798567,2021,mofa,0.1169268612010812,0.2516049128972587,0.0,0.023332813005582598
MOFA_UPP_0023,9.337261306961791,-3.506106172433042,soya,1.334702557301607,2021,mofa,0.05668127313315703,0.18961660563875524,0.0,0.02557090687042324
MOFA_UPP_0024,9.623556733301454,-2.7764795233583737,maize,1.7304331293778552,2022,mofa,0.1992318145258664,0.29784435503147233,0.13165834463279677,0.07654203622929988
MOFA_UPP_0025,9.664533351746984,-2.0664705940650765,rice,1.823530821292067,2022,mofa,0.3006973961280548,0.4713471831766346,0.20559590184498133,0.0779604536980416
MOFA_UPP_0026,10.454883584136475,-2.816382727336105,soya,0.8051530373780169,2022,mofa,0.33589196677112215,0.4409156084698541,0.2200409690427369,0.06671718004931142
MOFA_BRO_0027,7.334878071339839,-1.4634270197441857,maize,1.1648695101871342,2020,mofa,0.2543140866548086,0.3954274107453198,0.20313447700197057,0.038249172349955285
MOFA_BRO_0028,7.8641490259593665,-1.540257764675824,rice,2.970814865274394,2020,mofa,0.6255310552516838,0.62392449788807,0.4821066087398555,0.06520417294341428
MOFA_BRO_0029,7.983473367918952,-0.7059547626986593,soya,1.1081527628694652,2020,mofa,0.35232570593966916,0.538039315993084,0.30406322900637006,0.05706739107060935
MOFA_BRO_0030,7.382818053036279,-0.8782809378816879,maize,1.8339473191859128,2021,mofa,0.2675255361412305,0.3408094651499226,0.10322835395163654,0.06809289069221802
MOFA_BRO_0031,7.346771138591008,-2.250619891475432,rice,2.4548509873896074,2021,mofa,0.34554121904216506,0.4634513261768288,0.30227427781813215,0.06396058259738684
MOFA_BRO_0032,6.742128495503449,-2.0001902522805404,soya,0.6996459143207938,2021,mofa,0.4612583732426659,0.596349674345668,0.40632043827964226,0.07813208279590943
MOFA_BRO_0033,8.249163218999314,-1.8616091700123618,maize,1.9757362240943348,2022,mofa,0.33437718430490093,0.43143211901750966,0.24651057402465312,0.04312438302819359
MOFA_BRO_0034,7.216651454783333,-1.1068214279605226,rice,2.577086077225913,2022,mofa,0.4355999238036405,0.5191562614509506,0.3530629785086988,0.07500196625015505
MOFA_BRO_0035,6.875162090089021,-0.706521346763313,soya,0.6224046087915504,2022,mofa,0.2706116069533291,0.3613625369769775,0.18948908148891777,0.02285195796228712
MOFA_ASH_0036,6.2104693381393234,-2.3615991177464855,maize,1.985124143884489,2020,mofa,0.18992467826564208,0.3434136362057344,0.06310658886898443,0.07099668976396879
MOFA_ASH_0037,6.697736904868256,-1.5944335376468701,rice,2.9052150462235207,2020,mofa,0.506507790565434,0.6114246004288604,0.450680704530098,0.06107641239424649
MOFA_ASH_0038,5.178155088378001,-0.8409774313333411,soya,1.1401509232474007,2020,mofa,0.3866075214582453,0.5118152903439606,0.317714615925441,0.021118995813135283
MOFA_ASH_0039,5.134247291230147,-1.2302609893308958,maize,1.613038409827374,2021,mofa,0.2795701378283245,0.3623966460751474,0.21733821623535315,0.04236986594484561
MOFA_ASH_0040,6.452251917247684,-0.43492205908188475,rice,2.875691843383724,2021,mofa,0.4890931253885545,0.5462467192669891,0.3479856084849305,0.0564933019439319
MOFA_ASH_0041,6.7261700950281105,-1.5182810717020696,soya,0.9743862747542612,2021,mofa,0.4610745346463881,0.5474743583673468,0.3758616326548687,0.04282889521043404
MOFA_ASH_0042,6.723118838522801,-1.8868400344076002,maize,1.8377087749058,2022,mofa,0.39415392571397473,0.5439440954068606,0.31269945231751384,0.07052903923520965
MOFA_ASH_0043,6.1561839006033106,-1.0730552774348399,rice,2.773182056647658,2022,mofa,0.3843567487776637,0.5201948259111291,0.31541340815642954,0.03645346378339194
MOFA_ASH_0044,6.487339990651993,-1.1495577272948914,soya,1.07035379474329,2022,mofa,0.2846751400366004,0.34737289246386693,0.17639128143889554,0.03316375268317254
MOFA_EAS_0045,4.963945534415706,0.704239397802217,maize,2.4097796565146403,2020,mofa,0.3313504055680001,0.3737559663717029,0.16964223691107,0.06401274960690162
MOFA_EAS_0046,6.329541244428623,-0.5068650413503791,rice,2.433860606144362,2020,mofa,0.33059425025938827,0.41641689182606045,0.245966729488711,0.05661493274488337
MOFA_EAS_0047,6.287354470091549,-0.08386647615911946,soya,1.2895303331628951,2020,mofa,0.3561299549209464,0.48755571624778066,0.23352526365839738,0.023576193250934168
MOFA_EAS_0048,5.200682239541258,-0.2466459106318632,maize,1.6303167102509613,2021,mofa,0.2849095347721147,0.43042075104177313,0.16833422314924634,0.03527032826043435
MOFA_EAS_0049,6.304396525838369,-0.7913217613917278,rice,2.366970855761393,2021,mofa,0.3729536853132805,0.49392984809106305,0.35133341615221236,0.029532305502019112
MOFA_EAS_0050,5.9567885920936945,0.0668377578129451,soya,1.2023628434156868,2021,mofa,0.3675833642671546,0.5134606006362454,0.26501056586182115,0.05662073171710445
MOFA_EAS_0051,5.526620697720895,-0.31542481163058467,maize,1.9854413452254764,2022,mofa,0.29265347760716914,0.4046035478524532,0.209563962983717,0.028027847529437367
MOFA_EAS_0052,6.720196388542953,-0.7538401426953293,rice,2.287754901688558,2022,mofa,0.4428253136464259,0.5431164042454963,0.30092821301908396,0.0612877737442009
MOFA_EAS_0053,5.894181811635567,0.07651112975307439,soya,1.4005937350704425,2022,mofa,0.14933476262607523,0.2668211935903523,0.09185020309129152,0.07886568112356869
MOFA_VOL_0054,6.914402077769613,-0.18096654347526064,maize,1.4092391823225494,2020,mofa,0.2707525625332392,0.4125589388584863,0.1357663888436777,0.04405045930784038
MOFA_VOL_0055,7.546078495776977,0.674672087911029,rice,2.5866039749825487,2020,mofa,0.5344141895955663,0.6856567683336523,0.4422175117449961,0.05880322444555003
MOFA_VOL_0056,6.443144076680063,0.38635649157311847,soya,0.8379524507345834,2020,mofa,0.27588908023183023,0.41061904584106046,0.2426872747117117,0.05834475085836423
MOFA_VOL_0057,6.660816144623956,-0.15589048683991502,maize,1.936074865061257,2021,mofa,0.4590918928099215,0.5380815514916939,0.38060339763258066,0.03729306359253197
MOFA_VOL_0058,6.451101151540594,0.8358680012215458,rice,2.7495287748344293,2021,mofa,0.3224534008711386,0.4046050731795417,0.2867464230199538,0.0782931726911047
