field_id,polygon_id,date,ndvi
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-06-15,0.0776666602949805
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-06-23,0.4752353661607839
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-07-01,0.2423050352691127
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-07-09,0.2986306332574962
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-07-17,0.44270484828633544
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-07-25,0.23196433994062302
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-08-02,0.2220089834967565
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-08-10,0.12223226729995883
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-08-18,0.08410314154501833
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-08-26,0.08572353405217881
Farm_1,68c1cd25fd6b855b7fb1bca7,2025-09-03,0.016591208814668183
plot 2,68c4b1d3c2d63e510d38cf7e,2023-09-14,0.24560333164225895
plot 2,68c4b1d3c2d63e510d38cf7e,2023-09-22,0.04638104686091469
plot 2,68c4b1d3c2d63e510d38cf7e,2023-09-30,0.37060725455708915
plot 2,68c4b1d3c2d63e510d38cf7e,2023-10-08,0.20993489266186607
plot 2,68c4b1d3c2d63e510d38cf7e,2023-10-16,0.4451914887135517
plot 2,68c4b1d3c2d63e510d38cf7e,2023-10-24,0.03931133762029056
plot 2,68c4b1d3c2d63e510d38cf7e,2023-11-01,0.6787462330140113
plot 2,68c4b1d3c2d63e510d38cf7e,2023-11-09,0.4281584833720518
plot 2,68c4b1d3c2d63e510d38cf7e,2023-11-17,0.5446779413696834
plot 2,68c4b1d3c2d63e510d38cf7e,2023-11-25,0.646277704220852
plot 2,68c4b1d3c2d63e510d38cf7e,2023-12-03,0.5692974301644315
plot 2,68c4b1d3c2d63e510d38cf7e,2023-12-11,0.7181549539104175
plot 2,68c4b1d3c2d63e510d38cf7e,2023-12-19,0.6636791021650841
plot 2,68c4b1d3c2d63e510d38cf7e,2023-12-27,0.3919850188908081
plot 2,68c4b1d3c2d63e510d38cf7e,2024-01-04,0.49444150586661295
plot 2,68c4b1d3c2d63e510d38cf7e,2024-01-12,0.41231926707904826
plot 2,68c4b1d3c2d63e510d38cf7e,2024-01-20,0.46239742746987056
plot 2,68c4b1d3c2d63e510d38cf7e,2024-01-28,0.41591567180688305
plot 2,68c4b1d3c2d63e510d38cf7e,2024-02-05,0.27606091546346107
plot 2,68c4b1d3c2d63e510d38cf7e,2024-02-13,0.4600828653306853
plot 2,68c4b1d3c2d63e510d38cf7e,2024-02-21,0.5022926753148816
plot 2,68c4b1d3c2d63e510d38cf7e,2024-02-29,0.17901574640589238
plot 2,68c4b1d3c2d63e510d38cf7e,2024-03-08,0.3423028757648299
plot 2,68c4b1d3c2d63e510d38cf7e,2024-03-16,0.6539190244738855
plot 2,68c4b1d3c2d63e510d38cf7e,2024-03-24,0.6162278314790318
plot 2,68c4b1d3c2d63e510d38cf7e,2024-04-01,0.6591712335777933
plot 2,68c4b1d3c2d63e510d38cf7e,2024-04-09,0.45773636953966657
plot 2,68c4b1d3c2d63e510d38cf7e,2024-04-17,0.6532009763753788
plot 2,68c4b1d3c2d63e510d38cf7e,2024-04-25,0.5112093636328904
plot 2,68c4b1d3c2d63e510d38cf7e,2024-05-03,0.2695813663093523
plot 2,68c4b1d3c2d63e510d38cf7e,2024-05-11,0.6162380806083194
plot 2,68c4b1d3c2d63e510d38cf7e,2024-05-19,0.6583005663177421
plot 2,68c4b1d3c2d63e510d38cf7e,2024-05-27,0.6658463070203076
plot 2,68c4b1d3c2d63e510d38cf7e,2024-06-04,0.128183094994372
plot 2,68c4b1d3c2d63e510d38cf7e,2024-06-12,0.5483018136378843
plot 2,68c4b1d3c2d63e510d38cf7e,2024-06-20,0.6671272308366658
plot 2,68c4b1d3c2d63e510d38cf7e,2024-06-28,0.1598914461997234
plot 2,68c4b1d3c2d63e510d38cf7e,2024-07-06,0.09531959578633797
plot 2,68c4b1d3c2d63e510d38cf7e,2024-07-14,0.10893826355666264
plot 2,68c4b1d3c2d63e510d38cf7e,2024-07-22,0.4089024675676052
plot 2,68c4b1d3c2d63e510d38cf7e,2025-06-15,0.045538868190602974
plot 2,68c4b1d3c2d63e510d38cf7e,2025-06-23,0.6019150439518117
plot 2,68c4b1d3c2d63e510d38cf7e,2025-07-01,0.31148283620115647
plot 2,68c4b1d3c2d63e510d38cf7e,2025-07-09,0.019101124836104395
plot 2,68c4b1d3c2d63e510d38cf7e,2025-07-17,0.1393545403049119
plot 2,68c4b1d3c2d63e510d38cf7e,2025-07-25,0.12899765579909164
plot 2,68c4b1d3c2d63e510d38cf7e,2025-08-02,0.11072611985548463
plot 2,68c4b1d3c2d63e510d38cf7e,2025-08-10,0.05436966151119584
plot 2,68c4b1d3c2d63e510d38cf7e,2025-08-18,0.05754010184232601
plot 2,68c4b1d3c2d63e510d38cf7e,2025-08-26,0.08041521097884613
plot 2,68c4b1d3c2d63e510d38cf7e,2025-09-03,0.07974606138503096
plot 2,68c4b1d3c2d63e510d38cf7e,2025-09-11,0.08263975175273527
plot 3,68c4b7602a38993c75739e57,2023-09-15,0.06506263710871103
plot 3,68c4b7602a38993c75739e57,2023-09-23,0.342765271655422
plot 3,68c4b7602a38993c75739e57,2023-10-01,0.5081726773054905
plot 3,68c4b7602a38993c75739e57,2023-10-09,0.05371869855382594
plot 3,68c4b7602a38993c75739e57,2023-10-17,0.06575848636125439
plot 3,68c4b7602a38993c75739e57,2023-10-25,0.6469105463995503
plot 3,68c4b7602a38993c75739e57,2023-11-02,0.629789461320378
plot 3,68c4b7602a38993c75739e57,2023-11-10,0.6679629595973111
plot 3,68c4b7602a38993c75739e57,2023-11-18,0.2691118093909139
plot 3,68c4b7602a38993c75739e57,2023-11-26,0.22909152828284343
plot 3,68c4b7602a38993c75739e57,2023-12-04,0.6293696316644514
plot 3,68c4b7602a38993c75739e57,2023-12-12,0.5865593467493776
plot 3,68c4b7602a38993c75739e57,2023-12-20,0.5227759900173437
plot 3,68c4b7602a38993c75739e57,2023-12-28,0.42171477775963506
plot 3,68c4b7602a38993c75739e57,2024-01-05,0.47557060705530196
plot 3,68c4b7602a38993c75739e57,2024-01-13,0.4506309610906442
plot 3,68c4b7602a38993c75739e57,2024-01-21,0.46351035419035913
plot 3,68c4b7602a38993c75739e57,2024-01-29,0.22447140397693563
plot 3,68c4b7602a38993c75739e57,2024-02-06,0.19501997927523126
plot 3,68c4b7602a38993c75739e57,2024-02-14,0.27769994121778957
plot 3,68c4b7602a38993c75739e57,2024-02-22,0.31384430814425635
plot 3,68c4b7602a38993c75739e57,2024-03-01,0.2079065197634116
plot 3,68c4b7602a38993c75739e57,2024-03-09,0.08850463844050807
plot 3,68c4b7602a38993c75739e57,2024-03-17,0.4805594313529568
plot 3,68c4b7602a38993c75739e57,2024-03-25,0.4751667333540284
plot 3,68c4b7602a38993c75739e57,2024-04-02,0.5305100505697944
plot 3,68c4b7602a38993c75739e57,2024-04-10,0.6436292742623783
plot 3,68c4b7602a38993c75739e57,2024-04-18,0.5167845400102203
plot 3,68c4b7602a38993c75739e57,2024-04-26,0.5448592518560545
plot 3,68c4b7602a38993c75739e57,2024-05-04,0.3956647373644916
plot 3,68c4b7602a38993c75739e57,2024-05-12,0.19218219429407174
plot 3,68c4b7602a38993c75739e57,2024-05-20,0.4149032773946014
plot 3,68c4b7602a38993c75739e57,2024-05-28,0.5975240233389909
plot 3,68c4b7602a38993c75739e57,2024-06-05,0.3628358322925812
plot 3,68c4b7602a38993c75739e57,2024-06-13,0.5292869586194876
plot 3,68c4b7602a38993c75739e57,2024-06-21,0.08258457618153701
plot 3,68c4b7602a38993c75739e57,2024-06-29,0.32137791858987586
plot 3,68c4b7602a38993c75739e57,2024-07-07,0.5749124733178584
plot 3,68c4b7602a38993c75739e57,2024-07-15,0.2526473498548786
plot 3,68c4b7602a38993c75739e57,2024-07-23,0.07798563143560959
plot 3,68c4b7602a38993c75739e57,2024-07-31,0.051269441318724684
plot 3,68c4b7602a38993c75739e57,2024-08-08,0.3419955946680887
plot 3,68c4b7602a38993c75739e57,2024-08-16,0.5017586843164409
plot 3,68c4b7602a38993c75739e57,2024-08-24,0.13604726069418646
plot 3,68c4b7602a38993c75739e57,2024-09-01,0.13557296753028922
plot 3,68c4b7602a38993c75739e57,2024-09-09,0.45570112982939204
plot 3,68c4b7602a38993c75739e57,2024-09-17,0.2378315597984277
plot 3,68c4b7602a38993c75739e57,2024-09-25,0.07575585325177443
plot 3,68c4b7602a38993c75739e57,2024-10-03,0.2656146876733486
plot 3,68c4b7602a38993c75739e57,2024-10-11,0.10115641816424427
plot 3,68c4b7602a38993c75739e57,2024-10-19,0.6017564689766789
plot 3,68c4b7602a38993c75739e57,2024-10-27,0.3534681395940974
plot 3,68c4b7602a38993c75739e57,2024-11-04,0.31195534938426833
plot 3,68c4b7602a38993c75739e57,2024-11-12,0.5798953570073296
plot 3,68c4b7602a38993c75739e57,2024-11-20,0.5306649992853492
plot 3,68c4b7602a38993c75739e57,2024-11-28,0.5090558664912247
plot 3,68c4b7602a38993c75739e57,2024-12-06,0.3135322401940953
plot 3,68c4b7602a38993c75739e57,2024-12-14,0.4675112411796038
plot 3,68c4b7602a38993c75739e57,2024-12-30,0.2888049265618942
plot 3,68c4b7602a38993c75739e57,2025-01-07,0.2726277714702084
plot 3,68c4b7602a38993c75739e57,2025-01-15,0.24291179743548155
plot 3,68c4b7602a38993c75739e57,2025-01-23,0.25840272081134386
plot 3,68c4b7602a38993c75739e57,2025-01-31,0.24977123869015655
plot 3,68c4b7602a38993c75739e57,2025-02-08,0.283314504706733
plot 3,68c4b7602a38993c75739e57,2025-02-16,0.41041610961748354
plot 3,68c4b7602a38993c75739e57,2025-02-24,0.15065438683192647
plot 3,68c4b7602a38993c75739e57,2025-03-04,0.4796739921992029
plot 3,68c4b7602a38993c75739e57,2025-03-12,0.3954117945950944
plot 3,68c4b7602a38993c75739e57,2025-03-20,0.4519644935706479
plot 3,68c4b7602a38993c75739e57,2025-03-28,0.5602670371687125
plot 3,68c4b7602a38993c75739e57,2025-04-05,0.5529895573683994
plot 3,68c4b7602a38993c75739e57,2025-04-13,0.144125657755841
plot 3,68c4b7602a38993c75739e57,2025-04-21,0.48165050023217076
plot 3,68c4b7602a38993c75739e57,2025-04-29,0.28645958225245327
plot 3,68c4b7602a38993c75739e57,2025-05-07,0.3151113210678848
plot 3,68c4b7602a38993c75739e57,2025-05-15,0.599045980075779
plot 3,68c4b7602a38993c75739e57,2025-05-23,0.3902149724736938
plot 3,68c4b7602a38993c75739e57,2025-05-31,0.4586242770136106
plot 3,68c4b7602a38993c75739e57,2025-06-08,0.21963156231004896
plot 3,68c4b7602a38993c75739e57,2025-06-16,0.33958964215978654
plot 3,68c4b7602a38993c75739e57,2025-06-24,0.563857965226106
plot 3,68c4b7602a38993c75739e57,2025-07-02,0.09337343749512671
plot 3,68c4b7602a38993c75739e57,2025-07-10,0.5050210397947542
plot 3,68c4b7602a38993c75739e57,2025-07-18,0.17389873145057674
plot 3,68c4b7602a38993c75739e57,2025-07-26,0.4456407014166302
plot 3,68c4b7602a38993c75739e57,2025-08-03,0.4356718860734791
plot 3,68c4b7602a38993c75739e57,2025-08-11,0.3301265799021661
plot 3,68c4b7602a38993c75739e57,2025-08-19,0.12610310612074435
plot 3,68c4b7602a38993c75739e57,2025-08-27,0.1505723406245488
plot 3,68c4b7602a38993c75739e57,2025-09-04,0.3754533014461923
plot 3,68c4b7602a38993c75739e57,2025-09-12,0.015410672467369073
plot 4,68c4b949f6d95df0dd2266ee,2023-09-15,0.09236384343922047
plot 4,68c4b949f6d95df0dd2266ee,2023-09-23,0.05919431811797049
plot 4,68c4b949f6d95df0dd2266ee,2023-10-01,0.07552847339874325
plot 4,68c4b949f6d95df0dd2266ee,2023-10-09,0.20063084063578
plot 4,68c4b949f6d95df0dd2266ee,2023-10-17,0.0043417404481766115
plot 4,68c4b949f6d95df0dd2266ee,2023-10-25,0.19498026314770553
plot 4,68c4b949f6d95df0dd2266ee,2023-11-02,0.1889296934517221
plot 4,68c4b949f6d95df0dd2266ee,2023-11-10,0.518406831454562
plot 4,68c4b949f6d95df0dd2266ee,2023-11-18,0.08215783872545754
plot 4,68c4b949f6d95df0dd2266ee,2023-11-26,0.467294269664612
plot 4,68c4b949f6d95df0dd2266ee,2023-12-04,0.5816598073741268
plot 4,68c4b949f6d95df0dd2266ee,2023-12-12,0.5085740155534229
plot 4,68c4b949f6d95df0dd2266ee,2023-12-20,0.39707656713875034
plot 4,68c4b949f6d95df0dd2266ee,2023-12-28,0.1554940563261256
plot 4,68c4b949f6d95df0dd2266ee,2024-01-05,0.35385331654488966
plot 4,68c4b949f6d95df0dd2266ee,2024-01-13,0.3253605634999047
plot 4,68c4b949f6d95df0dd2266ee,2024-01-21,0.2559490167253905
plot 4,68c4b949f6d95df0dd2266ee,2024-01-29,0.1707997909129592
plot 4,68c4b949f6d95df0dd2266ee,2024-02-06,0.1837406885131755
plot 4,68c4b949f6d95df0dd2266ee,2024-02-14,0.18448821955167885
plot 4,68c4b949f6d95df0dd2266ee,2024-02-22,0.27183529174332377
plot 4,68c4b949f6d95df0dd2266ee,2024-03-01,0.09473379559469436
plot 4,68c4b949f6d95df0dd2266ee,2024-03-09,0.09607331026124503
plot 4,68c4b949f6d95df0dd2266ee,2024-03-17,0.09343701382583526
plot 4,68c4b949f6d95df0dd2266ee,2024-03-25,0.2674115099650012
plot 4,68c4b949f6d95df0dd2266ee,2024-04-02,0.15834299118968612
plot 4,68c4b949f6d95df0dd2266ee,2024-04-10,0.33685786578107146
plot 4,68c4b949f6d95df0dd2266ee,2024-04-18,0.43110675754134625
plot 4,68c4b949f6d95df0dd2266ee,2024-04-26,0.4370410565814205
plot 4,68c4b949f6d95df0dd2266ee,2024-05-04,0.5771238104308342
plot 4,68c4b949f6d95df0dd2266ee,2024-05-12,0.2231283003436755
plot 4,68c4b949f6d95df0dd2266ee,2024-05-20,0.3855895625278115
plot 4,68c4b949f6d95df0dd2266ee,2024-05-28,0.42252162228838414
plot 4,68c4b949f6d95df0dd2266ee,2024-06-05,0.43841731688315105
plot 4,68c4b949f6d95df0dd2266ee,2024-06-13,0.4610058463826949
plot 4,68c4b949f6d95df0dd2266ee,2024-06-21,0.12955020670211168
plot 4,68c4b949f6d95df0dd2266ee,2024-06-29,0.22115184516182262
plot 4,68c4b949f6d95df0dd2266ee,2024-07-07,0.23282706033392955
plot 4,68c4b949f6d95df0dd2266ee,2024-07-15,0.07835570406064853
plot 4,68c4b949f6d95df0dd2266ee,2024-07-23,0.10587975729080062
plot 4,68c4b949f6d95df0dd2266ee,2024-07-31,0.08973915142373791
plot 4,68c4b949f6d95df0dd2266ee,2024-08-08,0.13000821222358194
plot 4,68c4b949f6d95df0dd2266ee,2024-08-16,0.5465096592530418
plot 4,68c4b949f6d95df0dd2266ee,2024-08-24,0.09748414003295243
plot 4,68c4b949f6d95df0dd2266ee,2024-09-01,0.21010412703176842
plot 4,68c4b949f6d95df0dd2266ee,2024-09-09,0.4521398647252368
plot 4,68c4b949f6d95df0dd2266ee,2024-09-17,0.15691771957994588
plot 4,68c4b949f6d95df0dd2266ee,2024-09-25,0.10755234114270737
plot 4,68c4b949f6d95df0dd2266ee,2024-10-03,0.11911193015688906
plot 4,68c4b949f6d95df0dd2266ee,2024-10-11,0.11491739326853741
plot 4,68c4b949f6d95df0dd2266ee,2024-10-19,0.23789996863147064
plot 4,68c4b949f6d95df0dd2266ee,2024-10-27,0.3499820044394517
plot 4,68c4b949f6d95df0dd2266ee,2024-11-04,0.6036810764515017
plot 4,68c4b949f6d95df0dd2266ee,2024-11-12,0.5615307322037852
plot 4,68c4b949f6d95df0dd2266ee,2024-11-20,0.5572645321815164
plot 4,68c4b949f6d95df0dd2266ee,2024-11-28,0.5573009355831039
plot 4,68c4b949f6d95df0dd2266ee,2024-12-06,0.12169120710540544
plot 4,68c4b949f6d95df0dd2266ee,2024-12-14,0.4428032864132606
plot 4,68c4b949f6d95df0dd2266ee,2024-12-30,0.21098462434296836
plot 4,68c4b949f6d95df0dd2266ee,2025-01-07,0.33530669857417367
plot 4,68c4b949f6d95df0dd2266ee,2025-01-15,0.18529106569854922
plot 4,68c4b949f6d95df0dd2266ee,2025-01-23,0.29224979437146903
plot 4,68c4b949f6d95df0dd2266ee,2025-01-31,0.168794565375027
plot 4,68c4b949f6d95df0dd2266ee,2025-02-08,0.2330565393389516
plot 4,68c4b949f6d95df0dd2266ee,2025-02-16,0.2661564730780654
plot 4,68c4b949f6d95df0dd2266ee,2025-02-24,0.1937123255713851
plot 4,68c4b949f6d95df0dd2266ee,2025-03-04,0.17131176460562114
plot 4,68c4b949f6d95df0dd2266ee,2025-03-12,0.29135980233273434
plot 4,68c4b949f6d95df0dd2266ee,2025-03-20,0.15080778011121268
plot 4,68c4b949f6d95df0dd2266ee,2025-03-28,0.16647812494127986
plot 4,68c4b949f6d95df0dd2266ee,2025-04-05,0.4800745165210083
plot 4,68c4b949f6d95df0dd2266ee,2025-04-13,0.11983602228550302
plot 4,68c4b949f6d95df0dd2266ee,2025-04-21,0.30202165759099986
plot 4,68c4b949f6d95df0dd2266ee,2025-04-29,0.26413560350608273
plot 4,68c4b949f6d95df0dd2266ee,2025-05-07,0.14956805367441034
plot 4,68c4b949f6d95df0dd2266ee,2025-05-15,0.1395343078243502
plot 4,68c4b949f6d95df0dd2266ee,2025-05-23,0.2664493899110761
plot 4,68c4b949f6d95df0dd2266ee,2025-05-31,0.5547560985837641
plot 4,68c4b949f6d95df0dd2266ee,2025-06-08,0.28786610205454904
plot 4,68c4b949f6d95df0dd2266ee,2025-06-16,0.4465266210191727
plot 4,68c4b949f6d95df0dd2266ee,2025-06-24,0.6042886526805623
plot 4,68c4b949f6d95df0dd2266ee,2025-07-02,0.4763874161799651
plot 4,68c4b949f6d95df0dd2266ee,2025-07-10,0.07870455071723674
plot 4,68c4b949f6d95df0dd2266ee,2025-07-18,0.3582600252153564
plot 4,68c4b949f6d95df0dd2266ee,2025-07-26,0.15800891870868305
plot 4,68c4b949f6d95df0dd2266ee,2025-08-03,0.5302461609531364
plot 4,68c4b949f6d95df0dd2266ee,2025-08-11,0.10570491785900232
plot 4,68c4b949f6d95df0dd2266ee,2025-08-19,0.05105234742463142
plot 4,68c4b949f6d95df0dd2266ee,2025-08-27,0.05513128544912482
plot 4,68c4b949f6d95df0dd2266ee,2025-09-04,0.09786963653486586
plot 4,68c4b949f6d95df0dd2266ee,2025-09-12,0.019043690296782458
